idx,modelID,modelName,disName,folderName,model_texture_name,resolution,qa,LQpQt
1790,30,Lidded-Ewer_bakedUV,Lidded-Ewer_bakedUV_simpL8_qp9_qt8_decompJPEG_2048x2048_Q50,lidded-ritual-ewer-guang,guang_bakedTexture,2048x2048,50,L8_qp9_qt8
1791,30,Lidded-Ewer_bakedUV,Lidded-Ewer_bakedUV_simpL9_qp10_qt7_decompJPEG_712x712_Q50,lidded-ritual-ewer-guang,guang_bakedTexture,712x712,50,L9_qp10_qt7
1792,30,Lidded-Ewer_bakedUV,Lidded-Ewer_bakedUV_simpL9_qp11_qt7_decompJPEG_712x712_Q50,lidded-ritual-ewer-guang,guang_bakedTexture,712x712,50,L9_qp11_qt7
1793,30,Lidded-Ewer_bakedUV,Lidded-Ewer_bakedUV_simpL9_qp9_qt7_decompJPEG_712x712_Q25,lidded-ritual-ewer-guang,guang_bakedTexture,712x712,25,L9_qp9_qt7
1794,36,lizard_BakedUV,lizard_BakedUV_simpL1_qp7_qt6_decompJPEG_2048x2048_Q25,model-59a-sling-tailed-agama,BakedTexture_lizard,2048x2048,25,L1_qp7_qt6
1795,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp11_qt7_decompJPEG_2048x2048_Q50,model-59a-sling-tailed-agama,BakedTexture_lizard,2048x2048,50,L10_qp11_qt7
1796,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt10_decompJPEG_1024x1024_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,1024x1024,90,L10_qp7_qt10
1797,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt10_decompJPEG_1440x1440_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,10,L10_qp7_qt10
1798,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt10_decompJPEG_1440x1440_Q50,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,50,L10_qp7_qt10
1799,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt10_decompJPEG_1440x1440_Q75,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,75,L10_qp7_qt10
1800,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt10_decompJPEG_512x512_Q25,model-59a-sling-tailed-agama,BakedTexture_lizard,512x512,25,L10_qp7_qt10
1801,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt6_decompJPEG_1024x1024_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,1024x1024,10,L10_qp7_qt6
1802,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt6_decompJPEG_1440x1440_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,10,L10_qp7_qt6
1803,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt6_decompJPEG_1440x1440_Q75,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,75,L10_qp7_qt6
1804,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt6_decompJPEG_1440x1440_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,90,L10_qp7_qt6
1805,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt6_decompJPEG_2048x2048_Q50,model-59a-sling-tailed-agama,BakedTexture_lizard,2048x2048,50,L10_qp7_qt6
1806,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt6_decompJPEG_2048x2048_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,2048x2048,90,L10_qp7_qt6
1807,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt6_decompJPEG_512x512_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,512x512,10,L10_qp7_qt6
1808,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt6_decompJPEG_512x512_Q50,model-59a-sling-tailed-agama,BakedTexture_lizard,512x512,50,L10_qp7_qt6
1809,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt6_decompJPEG_712x712_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,10,L10_qp7_qt6
1810,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt6_decompJPEG_712x712_Q75,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,75,L10_qp7_qt6
1811,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt6_decompJPEG_712x712_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,90,L10_qp7_qt6
1812,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt7_decompJPEG_1024x1024_Q25,model-59a-sling-tailed-agama,BakedTexture_lizard,1024x1024,25,L10_qp7_qt7
1813,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt7_decompJPEG_1024x1024_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,1024x1024,90,L10_qp7_qt7
1814,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt7_decompJPEG_712x712_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,10,L10_qp7_qt7
1815,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt8_decompJPEG_1024x1024_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,1024x1024,90,L10_qp7_qt8
1816,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt8_decompJPEG_1440x1440_Q25,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,25,L10_qp7_qt8
1817,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt8_decompJPEG_1440x1440_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,90,L10_qp7_qt8
1818,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt8_decompJPEG_712x712_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,90,L10_qp7_qt8
1819,36,lizard_BakedUV,lizard_BakedUV_simpL10_qp7_qt9_decompJPEG_712x712_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,10,L10_qp7_qt9
1820,36,lizard_BakedUV,lizard_BakedUV_simpL3_qp8_qt8_decompJPEG_712x712_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,10,L3_qp8_qt8
1821,36,lizard_BakedUV,lizard_BakedUV_simpL5_qp10_qt6_decompJPEG_1024x1024_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,1024x1024,10,L5_qp10_qt6
1822,36,lizard_BakedUV,lizard_BakedUV_simpL5_qp10_qt6_decompJPEG_1440x1440_Q25,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,25,L5_qp10_qt6
1823,36,lizard_BakedUV,lizard_BakedUV_simpL5_qp10_qt6_decompJPEG_712x712_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,10,L5_qp10_qt6
1824,36,lizard_BakedUV,lizard_BakedUV_simpL5_qp10_qt6_decompJPEG_712x712_Q50,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,50,L5_qp10_qt6
1825,36,lizard_BakedUV,lizard_BakedUV_simpL6_qp10_qt6_decompJPEG_1024x1024_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,1024x1024,10,L6_qp10_qt6
1826,36,lizard_BakedUV,lizard_BakedUV_simpL6_qp10_qt6_decompJPEG_512x512_Q75,model-59a-sling-tailed-agama,BakedTexture_lizard,512x512,75,L6_qp10_qt6
1827,36,lizard_BakedUV,lizard_BakedUV_simpL6_qp10_qt6_decompJPEG_712x712_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,10,L6_qp10_qt6
1828,36,lizard_BakedUV,lizard_BakedUV_simpL6_qp11_qt6_decompJPEG_1024x1024_Q75,model-59a-sling-tailed-agama,BakedTexture_lizard,1024x1024,75,L6_qp11_qt6
1829,36,lizard_BakedUV,lizard_BakedUV_simpL6_qp11_qt6_decompJPEG_712x712_Q50,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,50,L6_qp11_qt6
1830,36,lizard_BakedUV,lizard_BakedUV_simpL6_qp9_qt6_decompJPEG_1024x1024_Q25,model-59a-sling-tailed-agama,BakedTexture_lizard,1024x1024,25,L6_qp9_qt6
1831,36,lizard_BakedUV,lizard_BakedUV_simpL7_qp11_qt8_decompJPEG_712x712_Q50,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,50,L7_qp11_qt8
1832,36,lizard_BakedUV,lizard_BakedUV_simpL7_qp8_qt10_decompJPEG_1440x1440_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,90,L7_qp8_qt10
1833,36,lizard_BakedUV,lizard_BakedUV_simpL8_qp10_qt8_decompJPEG_512x512_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,512x512,90,L8_qp10_qt8
1834,36,lizard_BakedUV,lizard_BakedUV_simpL8_qp11_qt7_decompJPEG_712x712_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,90,L8_qp11_qt7
1835,36,lizard_BakedUV,lizard_BakedUV_simpL8_qp8_qt10_decompJPEG_712x712_Q25,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,25,L8_qp8_qt10
1836,36,lizard_BakedUV,lizard_BakedUV_simpL8_qp8_qt7_decompJPEG_712x712_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,90,L8_qp8_qt7
1837,36,lizard_BakedUV,lizard_BakedUV_simpL8_qp8_qt8_decompJPEG_1024x1024_Q25,model-59a-sling-tailed-agama,BakedTexture_lizard,1024x1024,25,L8_qp8_qt8
1838,36,lizard_BakedUV,lizard_BakedUV_simpL9_qp10_qt7_decompJPEG_2048x2048_Q75,model-59a-sling-tailed-agama,BakedTexture_lizard,2048x2048,75,L9_qp10_qt7
1839,36,lizard_BakedUV,lizard_BakedUV_simpL9_qp10_qt8_decompJPEG_2048x2048_Q75,model-59a-sling-tailed-agama,BakedTexture_lizard,2048x2048,75,L9_qp10_qt8
1840,36,lizard_BakedUV,lizard_BakedUV_simpL9_qp11_qt6_decompJPEG_2048x2048_Q10,model-59a-sling-tailed-agama,BakedTexture_lizard,2048x2048,10,L9_qp11_qt6
1841,36,lizard_BakedUV,lizard_BakedUV_simpL9_qp11_qt7_decompJPEG_712x712_Q75,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,75,L9_qp11_qt7
1842,36,lizard_BakedUV,lizard_BakedUV_simpL9_qp8_qt10_decompJPEG_512x512_Q25,model-59a-sling-tailed-agama,BakedTexture_lizard,512x512,25,L9_qp8_qt10
1843,36,lizard_BakedUV,lizard_BakedUV_simpL9_qp8_qt10_decompJPEG_712x712_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,90,L9_qp8_qt10
1844,36,lizard_BakedUV,lizard_BakedUV_simpL9_qp9_qt6_decompJPEG_1440x1440_Q50,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,50,L9_qp9_qt6
1845,36,lizard_BakedUV,lizard_BakedUV_simpL9_qp9_qt6_decompJPEG_1440x1440_Q75,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,75,L9_qp9_qt6
1846,36,lizard_BakedUV,lizard_BakedUV_simpL9_qp9_qt6_decompJPEG_1440x1440_Q90,model-59a-sling-tailed-agama,BakedTexture_lizard,1440x1440,90,L9_qp9_qt6
1847,36,lizard_BakedUV,lizard_BakedUV_simpL9_qp9_qt6_decompJPEG_712x712_Q75,model-59a-sling-tailed-agama,BakedTexture_lizard,712x712,75,L9_qp9_qt6
1848,49,load_objects,load_objects_simpL1_qp10_qt10_decompJPEG_1024x1024_Q75,the-skull-of-the-polar-bear,default_albedo,1024x1024,75,L1_qp10_qt10
1849,49,load_objects,load_objects_simpL1_qp10_qt6_decompJPEG_712x712_Q75,the-skull-of-the-polar-bear,default_albedo,712x712,75,L1_qp10_qt6
1850,49,load_objects,load_objects_simpL1_qp8_qt7_decompJPEG_2048x2048_Q10,the-skull-of-the-polar-bear,default_albedo,2048x2048,10,L1_qp8_qt7
1851,49,load_objects,load_objects_simpL1_qp9_qt10_decompJPEG_2048x2048_Q10,the-skull-of-the-polar-bear,default_albedo,2048x2048,10,L1_qp9_qt10
1852,49,load_objects,load_objects_simpL1_qp9_qt6_decompJPEG_1440x1440_Q25,the-skull-of-the-polar-bear,default_albedo,1440x1440,25,L1_qp9_qt6
1853,49,load_objects,load_objects_simpL1_qp9_qt6_decompJPEG_2048x2048_Q25,the-skull-of-the-polar-bear,default_albedo,2048x2048,25,L1_qp9_qt6
1854,49,load_objects,load_objects_simpL1_qp9_qt8_decompJPEG_712x712_Q25,the-skull-of-the-polar-bear,default_albedo,712x712,25,L1_qp9_qt8
1855,49,load_objects,load_objects_simpL10_qp7_qt6_decompJPEG_1440x1440_Q10,the-skull-of-the-polar-bear,default_albedo,1440x1440,10,L10_qp7_qt6
1856,49,load_objects,load_objects_simpL10_qp7_qt8_decompJPEG_1440x1440_Q75,the-skull-of-the-polar-bear,default_albedo,1440x1440,75,L10_qp7_qt8
1857,49,load_objects,load_objects_simpL10_qp8_qt10_decompJPEG_512x512_Q50,the-skull-of-the-polar-bear,default_albedo,512x512,50,L10_qp8_qt10
1858,49,load_objects,load_objects_simpL10_qp8_qt8_decompJPEG_1440x1440_Q25,the-skull-of-the-polar-bear,default_albedo,1440x1440,25,L10_qp8_qt8
1859,49,load_objects,load_objects_simpL10_qp9_qt6_decompJPEG_512x512_Q50,the-skull-of-the-polar-bear,default_albedo,512x512,50,L10_qp9_qt6
1860,49,load_objects,load_objects_simpL2_qp8_qt6_decompJPEG_1440x1440_Q10,the-skull-of-the-polar-bear,default_albedo,1440x1440,10,L2_qp8_qt6
1861,49,load_objects,load_objects_simpL2_qp8_qt6_decompJPEG_2048x2048_Q10,the-skull-of-the-polar-bear,default_albedo,2048x2048,10,L2_qp8_qt6
1862,49,load_objects,load_objects_simpL3_qp8_qt10_decompJPEG_2048x2048_Q10,the-skull-of-the-polar-bear,default_albedo,2048x2048,10,L3_qp8_qt10
1863,49,load_objects,load_objects_simpL3_qp8_qt10_decompJPEG_512x512_Q10,the-skull-of-the-polar-bear,default_albedo,512x512,10,L3_qp8_qt10
1864,49,load_objects,load_objects_simpL3_qp8_qt7_decompJPEG_1024x1024_Q25,the-skull-of-the-polar-bear,default_albedo,1024x1024,25,L3_qp8_qt7
1865,49,load_objects,load_objects_simpL3_qp8_qt7_decompJPEG_1440x1440_Q25,the-skull-of-the-polar-bear,default_albedo,1440x1440,25,L3_qp8_qt7
1866,49,load_objects,load_objects_simpL3_qp8_qt7_decompJPEG_2048x2048_Q75,the-skull-of-the-polar-bear,default_albedo,2048x2048,75,L3_qp8_qt7
1867,49,load_objects,load_objects_simpL3_qp9_qt10_decompJPEG_1440x1440_Q90,the-skull-of-the-polar-bear,default_albedo,1440x1440,90,L3_qp9_qt10
1868,49,load_objects,load_objects_simpL3_qp9_qt10_decompJPEG_512x512_Q50,the-skull-of-the-polar-bear,default_albedo,512x512,50,L3_qp9_qt10
1869,49,load_objects,load_objects_simpL4_qp8_qt10_decompJPEG_512x512_Q10,the-skull-of-the-polar-bear,default_albedo,512x512,10,L4_qp8_qt10
1870,49,load_objects,load_objects_simpL4_qp8_qt6_decompJPEG_2048x2048_Q90,the-skull-of-the-polar-bear,default_albedo,2048x2048,90,L4_qp8_qt6
1871,49,load_objects,load_objects_simpL4_qp8_qt8_decompJPEG_2048x2048_Q10,the-skull-of-the-polar-bear,default_albedo,2048x2048,10,L4_qp8_qt8
1872,49,load_objects,load_objects_simpL4_qp8_qt9_decompJPEG_1024x1024_Q25,the-skull-of-the-polar-bear,default_albedo,1024x1024,25,L4_qp8_qt9
1873,49,load_objects,load_objects_simpL5_qp8_qt10_decompJPEG_1024x1024_Q50,the-skull-of-the-polar-bear,default_albedo,1024x1024,50,L5_qp8_qt10
1874,49,load_objects,load_objects_simpL5_qp8_qt6_decompJPEG_1440x1440_Q25,the-skull-of-the-polar-bear,default_albedo,1440x1440,25,L5_qp8_qt6
1875,49,load_objects,load_objects_simpL5_qp8_qt6_decompJPEG_2048x2048_Q25,the-skull-of-the-polar-bear,default_albedo,2048x2048,25,L5_qp8_qt6
1876,49,load_objects,load_objects_simpL5_qp8_qt7_decompJPEG_1440x1440_Q25,the-skull-of-the-polar-bear,default_albedo,1440x1440,25,L5_qp8_qt7
1877,49,load_objects,load_objects_simpL6_qp7_qt10_decompJPEG_1440x1440_Q90,the-skull-of-the-polar-bear,default_albedo,1440x1440,90,L6_qp7_qt10
1878,49,load_objects,load_objects_simpL6_qp7_qt7_decompJPEG_1440x1440_Q75,the-skull-of-the-polar-bear,default_albedo,1440x1440,75,L6_qp7_qt7
1879,49,load_objects,load_objects_simpL6_qp8_qt6_decompJPEG_1440x1440_Q10,the-skull-of-the-polar-bear,default_albedo,1440x1440,10,L6_qp8_qt6
1880,49,load_objects,load_objects_simpL6_qp8_qt6_decompJPEG_512x512_Q90,the-skull-of-the-polar-bear,default_albedo,512x512,90,L6_qp8_qt6
1881,49,load_objects,load_objects_simpL6_qp8_qt7_decompJPEG_512x512_Q10,the-skull-of-the-polar-bear,default_albedo,512x512,10,L6_qp8_qt7
1882,49,load_objects,load_objects_simpL6_qp9_qt6_decompJPEG_2048x2048_Q75,the-skull-of-the-polar-bear,default_albedo,2048x2048,75,L6_qp9_qt6
1883,49,load_objects,load_objects_simpL6_qp9_qt9_decompJPEG_712x712_Q25,the-skull-of-the-polar-bear,default_albedo,712x712,25,L6_qp9_qt9
1884,49,load_objects,load_objects_simpL7_qp7_qt10_decompJPEG_1440x1440_Q90,the-skull-of-the-polar-bear,default_albedo,1440x1440,90,L7_qp7_qt10
1885,49,load_objects,load_objects_simpL7_qp7_qt10_decompJPEG_2048x2048_Q90,the-skull-of-the-polar-bear,default_albedo,2048x2048,90,L7_qp7_qt10
1886,49,load_objects,load_objects_simpL7_qp7_qt6_decompJPEG_2048x2048_Q90,the-skull-of-the-polar-bear,default_albedo,2048x2048,90,L7_qp7_qt6
1887,49,load_objects,load_objects_simpL7_qp7_qt9_decompJPEG_2048x2048_Q90,the-skull-of-the-polar-bear,default_albedo,2048x2048,90,L7_qp7_qt9
1888,49,load_objects,load_objects_simpL7_qp8_qt6_decompJPEG_1024x1024_Q10,the-skull-of-the-polar-bear,default_albedo,1024x1024,10,L7_qp8_qt6
1889,49,load_objects,load_objects_simpL7_qp8_qt6_decompJPEG_2048x2048_Q25,the-skull-of-the-polar-bear,default_albedo,2048x2048,25,L7_qp8_qt6
1890,49,load_objects,load_objects_simpL7_qp8_qt7_decompJPEG_1024x1024_Q10,the-skull-of-the-polar-bear,default_albedo,1024x1024,10,L7_qp8_qt7
1891,49,load_objects,load_objects_simpL7_qp8_qt8_decompJPEG_1024x1024_Q10,the-skull-of-the-polar-bear,default_albedo,1024x1024,10,L7_qp8_qt8
1892,49,load_objects,load_objects_simpL7_qp8_qt9_decompJPEG_2048x2048_Q10,the-skull-of-the-polar-bear,default_albedo,2048x2048,10,L7_qp8_qt9
1893,49,load_objects,load_objects_simpL7_qp9_qt6_decompJPEG_2048x2048_Q50,the-skull-of-the-polar-bear,default_albedo,2048x2048,50,L7_qp9_qt6
1894,49,load_objects,load_objects_simpL8_qp8_qt10_decompJPEG_1024x1024_Q25,the-skull-of-the-polar-bear,default_albedo,1024x1024,25,L8_qp8_qt10
1895,49,load_objects,load_objects_simpL8_qp8_qt10_decompJPEG_2048x2048_Q10,the-skull-of-the-polar-bear,default_albedo,2048x2048,10,L8_qp8_qt10
1896,49,load_objects,load_objects_simpL8_qp8_qt10_decompJPEG_512x512_Q90,the-skull-of-the-polar-bear,default_albedo,512x512,90,L8_qp8_qt10
1897,49,load_objects,load_objects_simpL8_qp8_qt6_decompJPEG_1440x1440_Q25,the-skull-of-the-polar-bear,default_albedo,1440x1440,25,L8_qp8_qt6
1898,49,load_objects,load_objects_simpL8_qp8_qt9_decompJPEG_2048x2048_Q10,the-skull-of-the-polar-bear,default_albedo,2048x2048,10,L8_qp8_qt9
1899,49,load_objects,load_objects_simpL9_qp7_qt6_decompJPEG_2048x2048_Q10,the-skull-of-the-polar-bear,default_albedo,2048x2048,10,L9_qp7_qt6
1900,49,load_objects,load_objects_simpL9_qp9_qt6_decompJPEG_2048x2048_Q90,the-skull-of-the-polar-bear,default_albedo,2048x2048,90,L9_qp9_qt6
1901,35,mask-from-madang-province,mask-from-madang-province_simpL1_qp10_qt10_decompJPEG_712x712_Q10,mask-from-madang-province,mask-from-madang-province,712x712,10,L1_qp10_qt10
1902,35,mask-from-madang-province,mask-from-madang-province_simpL1_qp10_qt7_decompJPEG_512x512_Q25,mask-from-madang-province,mask-from-madang-province,512x512,25,L1_qp10_qt7
1903,35,mask-from-madang-province,mask-from-madang-province_simpL1_qp7_qt6_decompJPEG_512x512_Q10,mask-from-madang-province,mask-from-madang-province,512x512,10,L1_qp7_qt6
1904,35,mask-from-madang-province,mask-from-madang-province_simpL1_qp7_qt9_decompJPEG_512x512_Q10,mask-from-madang-province,mask-from-madang-province,512x512,10,L1_qp7_qt9
1905,35,mask-from-madang-province,mask-from-madang-province_simpL1_qp8_qt7_decompJPEG_712x712_Q50,mask-from-madang-province,mask-from-madang-province,712x712,50,L1_qp8_qt7
1906,35,mask-from-madang-province,mask-from-madang-province_simpL1_qp8_qt8_decompJPEG_1440x1440_Q10,mask-from-madang-province,mask-from-madang-province,1440x1440,10,L1_qp8_qt8
1907,35,mask-from-madang-province,mask-from-madang-province_simpL1_qp8_qt8_decompJPEG_512x512_Q10,mask-from-madang-province,mask-from-madang-province,512x512,10,L1_qp8_qt8
1908,35,mask-from-madang-province,mask-from-madang-province_simpL1_qp9_qt10_decompJPEG_2048x2048_Q10,mask-from-madang-province,mask-from-madang-province,2048x2048,10,L1_qp9_qt10
1909,35,mask-from-madang-province,mask-from-madang-province_simpL1_qp9_qt8_decompJPEG_512x512_Q25,mask-from-madang-province,mask-from-madang-province,512x512,25,L1_qp9_qt8
1910,35,mask-from-madang-province,mask-from-madang-province_simpL1_qp9_qt9_decompJPEG_712x712_Q75,mask-from-madang-province,mask-from-madang-province,712x712,75,L1_qp9_qt9
1911,35,mask-from-madang-province,mask-from-madang-province_simpL10_qp7_qt8_decompJPEG_1024x1024_Q90,mask-from-madang-province,mask-from-madang-province,1024x1024,90,L10_qp7_qt8
1912,35,mask-from-madang-province,mask-from-madang-province_simpL10_qp9_qt9_decompJPEG_1024x1024_Q25,mask-from-madang-province,mask-from-madang-province,1024x1024,25,L10_qp9_qt9
1913,35,mask-from-madang-province,mask-from-madang-province_simpL2_qp10_qt8_decompJPEG_1024x1024_Q50,mask-from-madang-province,mask-from-madang-province,1024x1024,50,L2_qp10_qt8
1914,35,mask-from-madang-province,mask-from-madang-province_simpL2_qp10_qt8_decompJPEG_512x512_Q10,mask-from-madang-province,mask-from-madang-province,512x512,10,L2_qp10_qt8
1915,35,mask-from-madang-province,mask-from-madang-province_simpL2_qp11_qt7_decompJPEG_1024x1024_Q75,mask-from-madang-province,mask-from-madang-province,1024x1024,75,L2_qp11_qt7
1916,35,mask-from-madang-province,mask-from-madang-province_simpL2_qp11_qt7_decompJPEG_2048x2048_Q90,mask-from-madang-province,mask-from-madang-province,2048x2048,90,L2_qp11_qt7
1917,35,mask-from-madang-province,mask-from-madang-province_simpL2_qp11_qt8_decompJPEG_1024x1024_Q10,mask-from-madang-province,mask-from-madang-province,1024x1024,10,L2_qp11_qt8
1918,35,mask-from-madang-province,mask-from-madang-province_simpL2_qp7_qt7_decompJPEG_712x712_Q10,mask-from-madang-province,mask-from-madang-province,712x712,10,L2_qp7_qt7
1919,35,mask-from-madang-province,mask-from-madang-province_simpL2_qp7_qt9_decompJPEG_712x712_Q10,mask-from-madang-province,mask-from-madang-province,712x712,10,L2_qp7_qt9
1920,35,mask-from-madang-province,mask-from-madang-province_simpL2_qp8_qt7_decompJPEG_512x512_Q10,mask-from-madang-province,mask-from-madang-province,512x512,10,L2_qp8_qt7
1921,35,mask-from-madang-province,mask-from-madang-province_simpL2_qp9_qt8_decompJPEG_1440x1440_Q10,mask-from-madang-province,mask-from-madang-province,1440x1440,10,L2_qp9_qt8
1922,35,mask-from-madang-province,mask-from-madang-province_simpL2_qp9_qt9_decompJPEG_712x712_Q10,mask-from-madang-province,mask-from-madang-province,712x712,10,L2_qp9_qt9
1923,35,mask-from-madang-province,mask-from-madang-province_simpL2_qp9_qt9_decompJPEG_712x712_Q75,mask-from-madang-province,mask-from-madang-province,712x712,75,L2_qp9_qt9
1924,35,mask-from-madang-province,mask-from-madang-province_simpL3_qp10_qt8_decompJPEG_2048x2048_Q10,mask-from-madang-province,mask-from-madang-province,2048x2048,10,L3_qp10_qt8
1925,35,mask-from-madang-province,mask-from-madang-province_simpL3_qp11_qt7_decompJPEG_1024x1024_Q75,mask-from-madang-province,mask-from-madang-province,1024x1024,75,L3_qp11_qt7
1926,35,mask-from-madang-province,mask-from-madang-province_simpL3_qp11_qt7_decompJPEG_2048x2048_Q90,mask-from-madang-province,mask-from-madang-province,2048x2048,90,L3_qp11_qt7
1927,35,mask-from-madang-province,mask-from-madang-province_simpL3_qp11_qt8_decompJPEG_1440x1440_Q10,mask-from-madang-province,mask-from-madang-province,1440x1440,10,L3_qp11_qt8
1928,35,mask-from-madang-province,mask-from-madang-province_simpL3_qp11_qt8_decompJPEG_2048x2048_Q10,mask-from-madang-province,mask-from-madang-province,2048x2048,10,L3_qp11_qt8
1929,35,mask-from-madang-province,mask-from-madang-province_simpL3_qp8_qt10_decompJPEG_512x512_Q10,mask-from-madang-province,mask-from-madang-province,512x512,10,L3_qp8_qt10
1930,35,mask-from-madang-province,mask-from-madang-province_simpL3_qp9_qt8_decompJPEG_1440x1440_Q25,mask-from-madang-province,mask-from-madang-province,1440x1440,25,L3_qp9_qt8
1931,35,mask-from-madang-province,mask-from-madang-province_simpL4_qp8_qt9_decompJPEG_2048x2048_Q10,mask-from-madang-province,mask-from-madang-province,2048x2048,10,L4_qp8_qt9
1932,35,mask-from-madang-province,mask-from-madang-province_simpL5_qp10_qt8_decompJPEG_712x712_Q10,mask-from-madang-province,mask-from-madang-province,712x712,10,L5_qp10_qt8
1933,35,mask-from-madang-province,mask-from-madang-province_simpL5_qp11_qt7_decompJPEG_1440x1440_Q75,mask-from-madang-province,mask-from-madang-province,1440x1440,75,L5_qp11_qt7
1934,35,mask-from-madang-province,mask-from-madang-province_simpL5_qp8_qt10_decompJPEG_2048x2048_Q75,mask-from-madang-province,mask-from-madang-province,2048x2048,75,L5_qp8_qt10
1935,35,mask-from-madang-province,mask-from-madang-province_simpL5_qp8_qt8_decompJPEG_712x712_Q10,mask-from-madang-province,mask-from-madang-province,712x712,10,L5_qp8_qt8
1936,35,mask-from-madang-province,mask-from-madang-province_simpL5_qp8_qt8_decompJPEG_712x712_Q90,mask-from-madang-province,mask-from-madang-province,712x712,90,L5_qp8_qt8
1937,35,mask-from-madang-province,mask-from-madang-province_simpL5_qp9_qt9_decompJPEG_1024x1024_Q10,mask-from-madang-province,mask-from-madang-province,1024x1024,10,L5_qp9_qt9
1938,35,mask-from-madang-province,mask-from-madang-province_simpL5_qp9_qt9_decompJPEG_712x712_Q10,mask-from-madang-province,mask-from-madang-province,712x712,10,L5_qp9_qt9
1939,35,mask-from-madang-province,mask-from-madang-province_simpL6_qp10_qt6_decompJPEG_512x512_Q10,mask-from-madang-province,mask-from-madang-province,512x512,10,L6_qp10_qt6
1940,35,mask-from-madang-province,mask-from-madang-province_simpL6_qp10_qt7_decompJPEG_1440x1440_Q10,mask-from-madang-province,mask-from-madang-province,1440x1440,10,L6_qp10_qt7
